,ID,Tweet,Classification,Target,Direction,Focus Words,Case Template
12295,12296,icymi  ag barr is having to go slow on waking america up to the coup attempt if you look in the msm you can see theyre slowl…,non-hateful,,,,
12296,12297,drop the piece ,non-hateful,,,,
12297,12298,i started on the very last fucking day of this summons and i have regretted it and now theyre gonna have it at the… ,non-hateful,,,,
12298,12299,listen halsey has just raised the bar so fucking high i dont think anyone who works with bts next will ever be able t…,non-hateful,,,,
12299,12300,i am soo fucking pissed ,non-hateful,,,,
12300,12301,he’s such an ass i’d rather sleep flat on my bed than use any of his pillows ,non-hateful,,,,
12301,12302,scroll downkeep scrollingnow you’re obligated to retweet…,non-hateful,,,,
12302,12303,no increase because there where no jobs obama said he could not pull jobs out of his hat,non-hateful,,,,
12303,12304,i would be super down but it would have to be after i come back from vegas  i don’t spend everythin… ,non-hateful,,,,
12304,12305,never forget that the tories couldnt have brought in austerity without the lib dems  ,non-hateful,,,,
12305,12306,i am humbled by the words of mr whom i have been calling as sonu bhaiya always for me and my son ritura…,non-hateful,,,,
12306,12307,since i couldnt have said it better myself heres a quote from mlk that perfectly descri… ,non-hateful,,,,
12307,12308,you should seehear the stupid shit trump says on a daily,non-hateful,,,,
12308,12309,yall remember when had us out here singing tell him the truth  lmao amp aint had shit to really tell ,non-hateful,,,,
12309,12310,in aicohol’s defense i do a iot of stupid shit sober too,non-hateful,,,,
12310,12311,you’re welcome ,non-hateful,,,,
12311,12312,rinse the fucking peanut butter off the motherfucking knife before you put it in the  motherfucking dishwasher motherf…,non-hateful,,,,
12312,12313,lolol,non-hateful,,,,
12313,12314,the world is fucking yours,non-hateful,,,,
12314,12315,this dude is fucking ridiculous is he made of rubber,non-hateful,,,,
12315,12316,at this point  fuck it,non-hateful,,,,
12316,12317,why would you even go there  show me on the doll where touched you  thats low class man,non-hateful,,,,
12317,12318,yeahits not a satisfying endingbut its probably realistic  which sucks  there is no need… ,non-hateful,,,,
12318,12319,white people dont get arrested for rape drugs selling lemonade on the side of the road etc but as soon as a white person…,hateful,,,,
12319,12320,how was your field trip buddy great i hung out with  and his mom her name is nicole just like from ,non-hateful,,,,
12320,12321,do you know which two rec line workers have volunteered to help bring firsttime electricity to a rural bolivian vi… ,non-hateful,,,,
12321,12322,this a real nigga imagine having a great birthday with your step father and your stupid ass biological dad gives you…,non-hateful,,,,
12322,12323,i couldnt agree more yes we go abroad and expect to abide by that countrys laws is it so strange th… ,non-hateful,,,,
12323,12324,kb juelz jatasia yasier and lennard all finna get put out ,non-hateful,,,,
12324,12325,fuck off,non-hateful,,,,
12325,12326,think this would work with other shapes like something square or oblong,non-hateful,,,,
12326,12327,omgosh sick,non-hateful,,,,
12327,12328,jhené aiko really out here talking her shit and she telling it all she don’t give two fucks   ,non-hateful,,,,
12328,12329,fuck them kids they just mad he eating good ,non-hateful,,,,
12329,12330,get it,non-hateful,,,,
12330,12331,i wanted her to blow blow up here and i think we failed her like she really could’ve been a legend i think people forget…,non-hateful,,,,
12331,12332, years ago today the fresh prince of belair aired the saddest scene everim not crying youre crying ,non-hateful,,,,
12332,12333,welcome to america where people complain about getting shit themselves with there t… ,hateful,,,,
12333,12334,on god this is why people do illegal shit i swear,non-hateful,,,,
12334,12335,i don’t like this but i get it ,non-hateful,,,,
12335,12336,the fucking headbands ,non-hateful,,,,
12336,12337,ayo just cause i abuse substances don’t mean my mental health fuckked,non-hateful,,,,
12337,12338,you can go to collegeuniversity if you want to but you should know that any school that isn’t free is being sold t… ,non-hateful,,,,
12338,12339,if you legit think someone should go to jail for murder because they get an abortion you can unfollow me now,non-hateful,,,,
12339,12340,jesus said to him i am the way and the truth and the life no one comes to the father but through me john ,non-hateful,,,,
12340,12341,i have way more pics and vids i couldn’t post cos i almost got kicked outbdndjsk so will post in a few mins after i fuck…,non-hateful,,,,
12341,12342,raw sex  you better not be fucking anyone else ,non-hateful,,,,
12342,12343,me on my way to my shitty ass job knowing there’s people out there who became millionaires just from making youtube videos…,non-hateful,,,,
12343,12344,roy keane you look at matthijs de ligt he’s captaining ajax at  years old earning a modest wage meanwhile rashfor…,non-hateful,,,,
12344,12345,i’m screaming you and fucking birds,non-hateful,,,,
12345,12346,you just staat the base and work your way up then give it a good tug once you get to the top,non-hateful,,,,
12346,12347,i certainly wont vote labour unless they become a proeu remain party under the present leadership  that isn…,non-hateful,,,,
12347,12348,best president ever ,non-hateful,,,,
12348,12349,icymi where to find the found in fatal fields fortbyte in  ,non-hateful,,,,
12349,12350,friday stays  life fuck the rest,non-hateful,,,,
12350,12351,people will swear on everything amp still be lying their ass off,hateful,,,,
12351,12352,i want to be skinny so i can wear boyfriend jeans and not look like i’m about to go install someone’s wifi,non-hateful,,,,
12352,12353,fuck knows but being as youre only showing me  of the stadium and those people are stood up covering the empty seat…,non-hateful,,,,
12353,12354,you can’t turn chicken shit into chicken salad but you can put chicken shit into someone’s chicken salad,non-hateful,,,,
12354,12355,i’m so glad jhene aiko said “you mf right i’m bitter” bc ppl need to understand it’s ok to feel some type of way when so…,non-hateful,,,,
12355,12356,bretman is a fucking mood lmfaooooooo ,non-hateful,,,,
12356,12357,me on march  coming out of bedroom door bawling to tell everyone zayn has officially left one direction ,non-hateful,,,,
12357,12358,‘if we learn no more from a gospel or a sermon on the gospel than to know our lord jesus christ better to be proud… ,non-hateful,,,,
12358,12359,its fine i always be like that and noe one cares ,non-hateful,,,,
12359,12360,so men say sundresses with no ass a crimewell basketball shorts with no print is a fucking felony ,non-hateful,,,,
12360,12361,that’s my bitch,non-hateful,,,,
12361,12362,this is the “unusual” leadership you get when you elect “unusual” candidatesas a mom of three who never had access to the k…,non-hateful,,,,
12362,12363,me calling valentina to see if my livestream is behind,non-hateful,,,,
12363,12364,you know i totally get what youre going but come on it still awesome that  is… ,non-hateful,,,,
12364,12365,youre a psychotherapist  physician heal thyself    ,non-hateful,,,,
12365,12366,i need a “ come spend a night “ text ,non-hateful,,,,
12366,12367,cut throat,non-hateful,,,,
12367,12368,when you’re in the mood for a facial but don’t have the patience to set up a hookup watch me spray my own face in the…,non-hateful,,,,
12368,12369,idiotic mpsthey go to hell,non-hateful,,,,
12369,12370,dating adviceif they like you  youll know if they dont youll be confusedthats all you need to know ,non-hateful,,,,
12370,12371,just found out girls can die ,non-hateful,,,,
12371,12372,i literally have so much to say about this cause of experiences i’ve had lol “close your legs and close your mouth”… ,non-hateful,,,,
12372,12373,if you’re going to the concelater on today and for the rest of other concerts as well use this to sing along during n…,non-hateful,,,,
12373,12374,people on this thread who are acting like alienating an audience is no big deal need to look at dicks sp… ,non-hateful,,,,
12374,12375,and these are the pos we want here hell no ,non-hateful,,,,
12375,12376,card and keychain,non-hateful,,,,
12376,12377,to infinity and beyond my friend no ones ever really gone when theyre in our hearts forever  ,non-hateful,,,,
12377,12378,idk of women just ignore how selfish they are about certain shit or they just don’t know they doing it,non-hateful,,,,
12378,12379,me in  sansa stark queen in the northhaters delusional bitch it’s never gonna happenme in  ,hateful,,,,
12379,12380,damn i was tryna masturbate and my rheumatoid arthritis on my fingers kicked in ,non-hateful,,,,
12380,12381,feeling sick  ,non-hateful,,,,
12381,12382,good job kodingu you absolute fool you ruined it and any chance it has of ever releasing,non-hateful,,,,
12382,12383,the south is an embodiment of almost everything i don’t like so why i am here  silliness,non-hateful,,,,
12383,12384,seems like a trend for presidents to do nothing huh big orange,non-hateful,,,,
12384,12385,the fact that these niggas think it’s cool just to beat their dicks to women in publicwithout their consent is fucking insane,non-hateful,,,,
12385,12386,the numbers of wild salmon in scotlands waterways are at their lowest ever level scientists warn that in the curr… ,non-hateful,,,,
12386,12387,yall grown as fuck still answering anonymous questions n posting em lol,non-hateful,,,,
12387,12388,so youre saying youre unbearable if youre not on drugs,non-hateful,,,,
12388,12389,saved this one from the busy street today don’t really want another little creature in the house but he’s trying t… ,non-hateful,,,,
12389,12390,as an ex fetus i can assure you that if my mama aborted me i wouldn’t know or give a fuck,non-hateful,,,,
12390,12391,youre amazing well done,non-hateful,,,,
12391,12392,why dont you know bitch,non-hateful,,,,
